HAPPINESS,AGE,INCOME,EDUCATION,MARITAL_STATUS,GENDER,EMPLOYMENT_STATUS,HEALTH,RELIGION,SOCIAL_CONTACT,POLITICAL_VIEWS
Not Too Happy,53.0,113725.0,17.0,Single,Female,Retired,Excellent,Religious,,Liberal
Pretty Happy,34.0,147998.0,9.0,Married,Male,Employed,Good,Religious,12.0,Conservative
Not Too Happy,55.0,,13.0,Married,Male,Retired,Excellent,Not Religious,7.0,
Not Too Happy,82.0,76924.0,13.0,Married,Male,Employed,Excellent,Not Religious,7.0,Moderate
Not Too Happy,49.0,110667.0,8.0,Married,Male,Employed,Good,Not Religious,9.0,Moderate
,85.0,140092.0,14.0,Single,Male,Employed,Fair,Religious,15.0,Conservative
Pretty Happy,43.0,51583.0,15.0,Married,Female,Retired,Poor,Not Religious,2.0,Moderate
Not Too Happy,44.0,89938.0,9.0,Single,Female,Unemployed,Good,Religious,11.0,Moderate
Pretty Happy,27.0,68770.0,15.0,Divorced,Female,Student,Excellent,Religious,0.0,Liberal
Very Happy,,36241.0,16.0,Single,Male,Unemployed,,Not Religious,11.0,Conservative
Pretty Happy,29.0,87867.0,13.0,Single,Male,Employed,Good,Religious,5.0,Conservative
Not Too Happy,45.0,79777.0,,,Male,Unemployed,Fair,Religious,17.0,Conservative
Pretty Happy,74.0,119224.0,,Married,Male,Student,Fair,Religious,19.0,Liberal
Pretty Happy,64.0,30372.0,,Single,Female,Retired,Fair,Religious,,Liberal
Very Happy,38.0,58802.0,19.0,Married,Male,,Good,Religious,16.0,Liberal
Pretty Happy,74.0,128925.0,18.0,Single,Male,Employed,Good,Religious,1.0,Liberal
Not Too Happy,25.0,84821.0,16.0,Married,Female,,Excellent,,10.0,Conservative
Very Happy,40.0,38410.0,8.0,Single,Male,Retired,Poor,Religious,17.0,Liberal
Pretty Happy,60.0,32288.0,18.0,Divorced,,Employed,Excellent,Religious,12.0,Liberal
Not Too Happy,67.0,94397.0,10.0,Divorced,Male,Retired,Excellent,Religious,16.0,
,18.0,84594.0,16.0,Single,Male,Student,Excellent,,0.0,Liberal
Pretty Happy,81.0,28945.0,18.0,Single,Female,,Fair,Not Religious,3.0,Liberal
Pretty Happy,56.0,49858.0,9.0,Single,Male,Retired,,Religious,11.0,Moderate
Pretty Happy,,99686.0,19.0,Single,,Employed,Good,,18.0,Moderate
Very Happy,36.0,51870.0,11.0,Married,Male,Employed,Poor,Religious,4.0,Liberal
Not Too Happy,74.0,26405.0,11.0,Married,Male,Employed,,Not Religious,,Moderate
Not Too Happy,22.0,91366.0,9.0,Married,Male,Employed,Good,Not Religious,8.0,Moderate
Not Too Happy,39.0,,10.0,,Female,Retired,Excellent,Religious,13.0,Liberal
Not Too Happy,61.0,116242.0,10.0,Married,Female,Employed,Fair,,5.0,Moderate
Pretty Happy,32.0,116454.0,,Single,Female,Employed,Poor,Religious,16.0,Moderate
Pretty Happy,44.0,38097.0,13.0,,Male,Employed,Good,Religious,,Moderate
Pretty Happy,35.0,145691.0,15.0,Single,Female,,Good,Religious,,Moderate
Pretty Happy,27.0,35599.0,,Single,Female,Employed,Excellent,Not Religious,1.0,Liberal
Pretty Happy,53.0,20236.0,10.0,,Male,Unemployed,Fair,Religious,6.0,Conservative
Pretty Happy,68.0,135072.0,12.0,Single,Female,Employed,Good,Not Religious,6.0,Conservative
Not Too Happy,81.0,77671.0,8.0,Divorced,Male,Retired,,Religious,12.0,
Pretty Happy,80.0,,17.0,Married,,Retired,Excellent,Religious,6.0,Liberal
Pretty Happy,18.0,26752.0,14.0,Married,Female,Employed,Poor,Religious,4.0,
Very Happy,27.0,38453.0,17.0,Single,Male,Retired,Good,Religious,14.0,Conservative
Pretty Happy,80.0,138483.0,8.0,Divorced,Female,Employed,Excellent,Religious,12.0,
,37.0,59081.0,19.0,Married,,Employed,,Religious,9.0,Liberal
Pretty Happy,37.0,,18.0,Single,Female,Employed,Good,Religious,15.0,
,84.0,49947.0,16.0,Divorced,Female,Employed,Good,Religious,2.0,Conservative
Very Happy,58.0,120922.0,15.0,Married,Female,Employed,Fair,Religious,5.0,Moderate
Pretty Happy,49.0,101449.0,,,Male,Retired,Good,Religious,10.0,
Very Happy,28.0,43080.0,17.0,Single,Male,Employed,Poor,Religious,14.0,Conservative
Very Happy,65.0,33461.0,14.0,Single,Male,Retired,Excellent,Religious,15.0,Moderate
Not Too Happy,48.0,40125.0,12.0,Single,Male,Employed,Excellent,Religious,10.0,Moderate
Pretty Happy,58.0,63013.0,12.0,Married,Male,Retired,Excellent,Religious,15.0,
,23.0,110744.0,18.0,Married,Female,Employed,Good,Not Religious,9.0,
Pretty Happy,23.0,43159.0,12.0,Married,Female,Employed,Good,Not Religious,10.0,Liberal
Pretty Happy,69.0,71226.0,,Married,Female,Employed,Fair,,13.0,Moderate
Very Happy,62.0,62155.0,15.0,Married,Male,Employed,Fair,Religious,1.0,Moderate
Pretty Happy,34.0,37946.0,19.0,Divorced,,Employed,Good,Religious,13.0,Moderate
Very Happy,66.0,,18.0,,Male,Retired,Poor,,15.0,Moderate
Very Happy,50.0,84977.0,8.0,Single,Female,Employed,Excellent,Religious,4.0,
Pretty Happy,,68090.0,11.0,Divorced,Female,Retired,Fair,Religious,12.0,Conservative
Pretty Happy,33.0,46306.0,16.0,Single,Female,Unemployed,Good,Not Religious,5.0,Liberal
Pretty Happy,53.0,109372.0,16.0,Married,,Retired,Good,Religious,5.0,Moderate
Pretty Happy,61.0,72104.0,12.0,Married,Female,Employed,,,2.0,Liberal
Not Too Happy,52.0,99296.0,11.0,Single,,Employed,Good,Religious,12.0,Liberal
,19.0,124256.0,10.0,,Male,Student,,Religious,13.0,Moderate
Pretty Happy,47.0,52899.0,10.0,Married,Female,Unemployed,Good,Not Religious,14.0,Conservative
Pretty Happy,42.0,26962.0,19.0,Single,Male,Employed,Good,Not Religious,10.0,Conservative
Very Happy,48.0,147387.0,12.0,Married,Male,Employed,Fair,Religious,18.0,Liberal
Pretty Happy,40.0,115071.0,17.0,Single,Female,Employed,Good,Religious,9.0,Liberal
Very Happy,,22349.0,8.0,Divorced,,Employed,Poor,Religious,9.0,
Very Happy,80.0,92470.0,12.0,Single,Female,Retired,Good,Religious,14.0,Moderate
Not Too Happy,53.0,81066.0,13.0,,Female,Employed,Good,,12.0,Liberal
Not Too Happy,65.0,68170.0,14.0,,Female,Employed,Fair,Religious,,Conservative
Pretty Happy,35.0,,19.0,Divorced,Male,Employed,Good,Religious,17.0,Conservative
,,,,Divorced,Male,,Poor,,,Moderate
Very Happy,66.0,53083.0,10.0,Divorced,Female,Unemployed,Good,Religious,,Conservative
Very Happy,82.0,41442.0,9.0,Single,Female,Retired,Good,Religious,4.0,Liberal
Very Happy,83.0,,10.0,Married,Male,Employed,Excellent,Religious,16.0,
Pretty Happy,23.0,78069.0,19.0,Married,Female,Retired,Good,Religious,19.0,Moderate
Pretty Happy,24.0,,16.0,Single,Male,,,Religious,13.0,Liberal
Pretty Happy,27.0,25815.0,19.0,Married,Male,Employed,Fair,Religious,4.0,Conservative
Very Happy,,41074.0,14.0,,Female,Employed,Excellent,Religious,2.0,Moderate
Not Too Happy,59.0,40565.0,16.0,Widowed,Male,Employed,Excellent,Religious,2.0,Moderate
Pretty Happy,28.0,61341.0,9.0,Divorced,Male,Employed,Excellent,,0.0,Liberal
Pretty Happy,71.0,108760.0,12.0,Divorced,Male,Employed,Excellent,Religious,,Liberal
Pretty Happy,80.0,87666.0,11.0,Married,Female,Retired,,Religious,7.0,Liberal
Pretty Happy,79.0,57883.0,9.0,Married,Male,Employed,Fair,Not Religious,17.0,Moderate
Very Happy,19.0,98443.0,16.0,Married,Female,Retired,Fair,Religious,13.0,Moderate
Pretty Happy,18.0,133442.0,16.0,Married,Female,Employed,Fair,,5.0,Liberal
Pretty Happy,18.0,26451.0,13.0,Married,Male,,Fair,,19.0,Moderate
Very Happy,78.0,49916.0,18.0,Married,Female,Retired,Excellent,Religious,,Moderate
Very Happy,43.0,104852.0,13.0,Divorced,Male,Employed,Fair,Religious,20.0,Moderate
,47.0,97547.0,15.0,Single,Female,Retired,Excellent,Religious,,Moderate
Very Happy,23.0,100933.0,13.0,Married,Female,Employed,,Religious,18.0,Conservative
Not Too Happy,59.0,104639.0,8.0,Married,Female,Retired,Good,Religious,0.0,Moderate
Pretty Happy,73.0,57421.0,11.0,Single,Male,Employed,Excellent,,15.0,Moderate
Pretty Happy,31.0,27177.0,14.0,Married,Female,,Fair,Religious,0.0,
Very Happy,27.0,30754.0,9.0,Divorced,Male,,Good,Not Religious,9.0,Liberal
Pretty Happy,24.0,85838.0,16.0,Married,Male,Employed,Fair,Religious,9.0,Liberal
,25.0,20964.0,15.0,Married,Female,Employed,Good,Not Religious,0.0,Moderate
Very Happy,41.0,100097.0,15.0,Married,Male,Retired,Excellent,Not Religious,6.0,Liberal
Pretty Happy,58.0,21712.0,14.0,Married,,Employed,Fair,Religious,5.0,Liberal
Pretty Happy,34.0,24052.0,11.0,Single,Male,Employed,Excellent,Religious,19.0,Moderate
Pretty Happy,67.0,,9.0,Single,Male,Employed,Good,Religious,,Liberal
Pretty Happy,,128888.0,10.0,Single,Female,Employed,Excellent,Not Religious,13.0,Liberal
Very Happy,25.0,144562.0,19.0,Married,Male,Student,Good,Not Religious,12.0,Liberal
Pretty Happy,74.0,105591.0,13.0,Single,Female,Employed,Good,Religious,19.0,Moderate
Pretty Happy,,,19.0,Single,Female,Employed,Good,Not Religious,,Liberal
,44.0,108171.0,19.0,Divorced,Female,Unemployed,Poor,,14.0,Moderate
Not Too Happy,69.0,84197.0,12.0,Married,Male,Retired,Fair,Religious,12.0,
Pretty Happy,57.0,,19.0,Married,Female,,Fair,Not Religious,10.0,Moderate
Very Happy,38.0,149418.0,15.0,Single,Female,Employed,Fair,Not Religious,9.0,
,36.0,132602.0,13.0,Single,Female,Student,Excellent,Religious,17.0,Conservative
Pretty Happy,56.0,36880.0,13.0,Married,Female,Unemployed,Good,Not Religious,13.0,Liberal
Very Happy,75.0,40070.0,8.0,Married,Female,Employed,Excellent,Not Religious,6.0,Liberal
Pretty Happy,73.0,111268.0,11.0,,,Employed,Excellent,Not Religious,12.0,Liberal
Not Too Happy,18.0,,12.0,Divorced,Female,Employed,Poor,,3.0,Liberal
Pretty Happy,41.0,,19.0,Married,Male,Employed,Good,Not Religious,18.0,Liberal
Pretty Happy,50.0,,18.0,Divorced,Male,Employed,,Religious,16.0,Liberal
Pretty Happy,81.0,75942.0,10.0,,,Retired,Excellent,Not Religious,,
Pretty Happy,67.0,143935.0,16.0,Divorced,Male,Employed,Good,Religious,18.0,Moderate
Pretty Happy,77.0,,8.0,Divorced,Female,Retired,Excellent,Not Religious,6.0,Liberal
Not Too Happy,22.0,22634.0,13.0,Married,Male,Employed,Excellent,Religious,15.0,
Pretty Happy,65.0,146089.0,13.0,,Female,Retired,Excellent,,3.0,Liberal
Not Too Happy,,83755.0,17.0,Married,Male,Retired,Good,Religious,4.0,Liberal
Not Too Happy,76.0,82859.0,12.0,Divorced,,Employed,Good,Religious,8.0,Moderate
Very Happy,82.0,101441.0,,Single,Female,Employed,Excellent,Religious,15.0,Liberal
Very Happy,42.0,129779.0,12.0,Married,Female,Employed,,Not Religious,,Liberal
Very Happy,40.0,125015.0,17.0,Single,,Retired,Excellent,Not Religious,9.0,Moderate
Very Happy,,74291.0,12.0,Widowed,Male,Retired,Good,Religious,12.0,Conservative
Very Happy,21.0,44238.0,13.0,Married,Female,Employed,Poor,Not Religious,13.0,Moderate
Pretty Happy,33.0,,15.0,Single,Female,Employed,Good,Not Religious,6.0,Liberal
Very Happy,75.0,62577.0,9.0,Single,Female,Employed,,Religious,20.0,Conservative
,37.0,139145.0,13.0,Divorced,Male,Retired,Poor,Religious,6.0,Moderate
Not Too Happy,71.0,72863.0,8.0,Married,Female,Employed,Good,Not Religious,6.0,
Very Happy,65.0,134743.0,11.0,Married,Female,Employed,Fair,Religious,4.0,Conservative
Not Too Happy,69.0,138138.0,17.0,Married,Female,Employed,,Not Religious,16.0,Moderate
Very Happy,,75787.0,10.0,Single,,Employed,Good,Not Religious,10.0,
Very Happy,87.0,22156.0,,Married,Female,Retired,Excellent,Not Religious,3.0,Moderate
Pretty Happy,55.0,53868.0,10.0,Divorced,Female,Employed,Poor,Religious,1.0,Moderate
Pretty Happy,54.0,20564.0,13.0,Married,Male,Unemployed,Fair,Religious,3.0,Moderate
,27.0,86804.0,8.0,Single,Male,Employed,,,19.0,Moderate
Pretty Happy,56.0,149717.0,19.0,Married,Male,Employed,Good,Religious,10.0,Conservative
Not Too Happy,,45433.0,13.0,Married,Male,Unemployed,Fair,Religious,15.0,Conservative
Very Happy,77.0,,,Married,Male,Student,Good,Religious,3.0,Conservative
Very Happy,31.0,39829.0,15.0,Married,Female,Retired,Good,Religious,19.0,
Pretty Happy,20.0,35574.0,,Single,Female,Employed,Fair,Not Religious,7.0,Conservative
Not Too Happy,32.0,,16.0,Divorced,Female,Employed,Good,Religious,9.0,Liberal
Not Too Happy,56.0,,11.0,Single,Female,Retired,Good,Religious,,Liberal
Pretty Happy,34.0,,17.0,Widowed,Male,Employed,Fair,Religious,7.0,Moderate
Pretty Happy,31.0,128306.0,19.0,Divorced,,Employed,Fair,Religious,1.0,Conservative
Pretty Happy,46.0,45991.0,17.0,Single,Female,Retired,Good,Religious,2.0,Moderate
Pretty Happy,,121171.0,13.0,Divorced,Male,Retired,,Not Religious,17.0,Moderate
Not Too Happy,54.0,,8.0,Single,Male,Student,Good,Religious,11.0,Liberal
,65.0,148568.0,11.0,Married,Male,Student,Poor,Not Religious,15.0,Liberal
Pretty Happy,30.0,44202.0,14.0,Single,Male,Retired,Excellent,Religious,3.0,Moderate
Pretty Happy,19.0,,19.0,Married,Female,Employed,Excellent,Not Religious,3.0,Liberal
Pretty Happy,,108841.0,8.0,Single,Male,Employed,Good,Not Religious,7.0,Liberal
,58.0,53884.0,15.0,Single,Male,Employed,Fair,Not Religious,16.0,Liberal
Not Too Happy,58.0,35096.0,19.0,Married,Male,Employed,Excellent,Not Religious,5.0,Liberal
Pretty Happy,78.0,96857.0,17.0,Married,Female,Employed,Excellent,Not Religious,,Moderate
Not Too Happy,78.0,118580.0,19.0,Divorced,Male,Employed,Excellent,Not Religious,16.0,Liberal
Pretty Happy,26.0,69470.0,,Single,Female,Employed,Fair,Religious,1.0,Moderate
Not Too Happy,18.0,30561.0,13.0,Married,Male,,Excellent,Religious,,Liberal
Pretty Happy,30.0,129433.0,12.0,Single,Male,Employed,Good,Religious,9.0,Conservative
Very Happy,43.0,115956.0,17.0,,Female,,Good,Religious,,Liberal
Not Too Happy,84.0,20679.0,18.0,Single,Male,Employed,Fair,Religious,7.0,Moderate
Very Happy,51.0,50273.0,16.0,Widowed,Male,Retired,Good,Religious,12.0,Moderate
Pretty Happy,22.0,102698.0,9.0,Single,Male,Employed,Excellent,Not Religious,11.0,Liberal
Not Too Happy,78.0,142799.0,12.0,Married,Female,Employed,Good,Not Religious,3.0,Conservative
Not Too Happy,54.0,50682.0,13.0,Divorced,Male,Retired,Poor,Religious,4.0,Moderate
Pretty Happy,,,14.0,Divorced,Female,Employed,Good,Religious,17.0,Moderate
Pretty Happy,49.0,71841.0,,Married,Male,Employed,Poor,,15.0,Liberal
Pretty Happy,,131320.0,16.0,Married,Male,Employed,,,,Conservative
Very Happy,,46980.0,8.0,Married,Male,Employed,Excellent,Not Religious,12.0,Moderate
Pretty Happy,68.0,38930.0,14.0,Single,Female,Student,Good,Religious,9.0,Liberal
,43.0,64383.0,17.0,Single,Male,Employed,Excellent,Religious,10.0,Liberal
Pretty Happy,32.0,,14.0,Single,Male,Unemployed,Good,Religious,10.0,Conservative
Pretty Happy,25.0,66512.0,11.0,Divorced,Male,Employed,Excellent,Not Religious,,Moderate
Pretty Happy,80.0,66842.0,16.0,Single,Male,Employed,Good,Religious,1.0,Moderate
Very Happy,29.0,28890.0,19.0,Married,Male,Employed,Poor,Religious,12.0,Moderate
Pretty Happy,22.0,20620.0,18.0,Married,Female,Employed,Excellent,Religious,14.0,Moderate
Very Happy,18.0,33378.0,12.0,Married,Male,Employed,Fair,Religious,7.0,Liberal
Pretty Happy,24.0,78356.0,11.0,,Male,Employed,Excellent,Not Religious,,Liberal
,37.0,,,Single,Female,Employed,Excellent,Not Religious,14.0,Moderate
,21.0,90340.0,11.0,,Male,,Fair,Religious,0.0,Conservative
Pretty Happy,,55695.0,10.0,Married,Male,Employed,Good,Religious,16.0,Liberal
Very Happy,22.0,140461.0,16.0,Single,Male,Retired,Fair,Religious,15.0,
Very Happy,77.0,106634.0,18.0,Single,Female,Unemployed,Excellent,Not Religious,5.0,Moderate
Pretty Happy,,110989.0,15.0,Married,Male,,Good,Not Religious,12.0,Moderate
Pretty Happy,48.0,109727.0,,Married,Female,Employed,Fair,Religious,17.0,
Very Happy,53.0,116519.0,14.0,Married,Male,Employed,Good,Not Religious,16.0,Moderate
Very Happy,65.0,45638.0,16.0,Married,Female,,Good,Religious,10.0,Liberal
Pretty Happy,55.0,79501.0,15.0,Divorced,Male,Employed,Poor,Not Religious,7.0,Conservative
,63.0,,15.0,Married,Female,Retired,Good,Not Religious,15.0,Moderate
Not Too Happy,62.0,128584.0,13.0,Married,Female,Employed,,Not Religious,0.0,Conservative
Pretty Happy,68.0,65906.0,18.0,Single,Female,Retired,Fair,,0.0,Moderate
Very Happy,48.0,91646.0,11.0,,Male,Employed,Fair,Religious,14.0,Conservative
Very Happy,27.0,33531.0,15.0,Married,Male,Retired,,Not Religious,,Liberal
,78.0,49297.0,,Married,Male,,Good,Religious,13.0,Liberal
Pretty Happy,,89977.0,16.0,Married,Male,Employed,Fair,Religious,7.0,Conservative
Pretty Happy,20.0,53322.0,9.0,Married,Male,Employed,Excellent,Religious,16.0,Liberal
Not Too Happy,53.0,,9.0,,Female,Employed,Excellent,Not Religious,12.0,Liberal
Not Too Happy,41.0,103518.0,19.0,Single,Male,Student,Good,,5.0,Moderate
,42.0,96914.0,19.0,Married,,Employed,Excellent,Religious,15.0,Conservative
Pretty Happy,50.0,62691.0,14.0,,Female,Employed,,Religious,15.0,Liberal
Pretty Happy,19.0,101588.0,19.0,Divorced,Female,Employed,Fair,Religious,16.0,Conservative
Very Happy,56.0,25623.0,17.0,Married,Male,Employed,Good,Religious,5.0,Moderate
Pretty Happy,77.0,93453.0,11.0,Married,Female,Employed,Excellent,Not Religious,0.0,Moderate
Pretty Happy,47.0,76575.0,17.0,Married,Male,Unemployed,,Not Religious,9.0,Conservative
Pretty Happy,65.0,38204.0,15.0,Widowed,,Employed,Good,Religious,15.0,Moderate
Not Too Happy,,96693.0,16.0,Married,Female,Student,,Not Religious,14.0,Liberal
Very Happy,34.0,61254.0,14.0,Divorced,Female,Employed,Good,,9.0,Liberal
Pretty Happy,70.0,51805.0,12.0,,Female,Employed,Good,Religious,19.0,
Very Happy,60.0,94175.0,15.0,Married,Male,Retired,,Not Religious,11.0,
Pretty Happy,,98944.0,11.0,Widowed,Male,Unemployed,Poor,Not Religious,,Conservative
,43.0,79041.0,9.0,Married,Female,Employed,Good,Religious,0.0,Moderate
Very Happy,76.0,47032.0,18.0,Married,Male,Unemployed,Good,Religious,7.0,Moderate
Very Happy,58.0,148737.0,19.0,Divorced,Female,Employed,Excellent,Not Religious,15.0,Moderate
Pretty Happy,74.0,108584.0,13.0,Single,Male,Employed,Fair,Religious,11.0,Liberal
Pretty Happy,,21898.0,16.0,Single,Male,Retired,Fair,Religious,11.0,Liberal
Pretty Happy,65.0,57034.0,8.0,Married,Male,Employed,Good,Religious,9.0,Conservative
Not Too Happy,38.0,94512.0,,Married,Male,Employed,Good,Religious,15.0,Liberal
Pretty Happy,58.0,30319.0,17.0,Single,Female,Retired,Excellent,Not Religious,1.0,Liberal
Very Happy,54.0,19493.0,19.0,Married,Female,,Excellent,Religious,,Moderate
,37.0,144411.0,14.0,Married,Female,Employed,Excellent,Religious,10.0,Moderate
Very Happy,64.0,87962.0,17.0,Married,Female,Employed,Excellent,Religious,2.0,Conservative
Not Too Happy,70.0,96388.0,16.0,Married,Female,,Good,Religious,5.0,Liberal
Very Happy,64.0,124034.0,17.0,,Female,Student,Excellent,Religious,,Liberal
Not Too Happy,28.0,58595.0,16.0,Married,Male,Retired,Excellent,Religious,2.0,Liberal
,18.0,48300.0,17.0,Widowed,Female,Employed,,,7.0,
Not Too Happy,28.0,75644.0,18.0,Married,Male,Employed,Good,Religious,,Liberal
Pretty Happy,47.0,42165.0,10.0,,Male,Employed,Good,Religious,,Moderate
Not Too Happy,23.0,56277.0,18.0,Married,Female,Retired,Good,Religious,2.0,
Very Happy,64.0,62175.0,12.0,Married,Male,Unemployed,Good,Religious,19.0,
Pretty Happy,,110440.0,15.0,Married,Male,Unemployed,Excellent,Religious,5.0,Liberal
Not Too Happy,85.0,145002.0,,Married,Male,,,Religious,16.0,
Pretty Happy,72.0,95448.0,11.0,Single,Male,Employed,Excellent,,6.0,Moderate
,62.0,141915.0,19.0,Widowed,Female,Employed,Good,Religious,,Conservative
Pretty Happy,42.0,,18.0,Single,Male,Employed,Good,Not Religious,19.0,Conservative
Pretty Happy,33.0,108129.0,18.0,Married,Male,,,Religious,,
Pretty Happy,38.0,,8.0,Married,Male,Employed,Good,Not Religious,4.0,Moderate
Pretty Happy,29.0,75029.0,8.0,Married,Male,Employed,Good,Religious,0.0,Liberal
Not Too Happy,66.0,133036.0,11.0,Single,Female,Unemployed,Excellent,Not Religious,4.0,Liberal
,65.0,141829.0,13.0,Single,Male,Retired,,Religious,0.0,Liberal
,45.0,123803.0,15.0,Divorced,Female,,Poor,Religious,8.0,Moderate
Not Too Happy,21.0,91400.0,13.0,Married,Female,Employed,Fair,Religious,2.0,Moderate
Not Too Happy,32.0,,19.0,Single,Female,Employed,Excellent,Not Religious,11.0,Liberal
Pretty Happy,51.0,114260.0,16.0,,Female,Retired,Good,Religious,16.0,
Pretty Happy,26.0,70770.0,16.0,Single,Female,Retired,Poor,Religious,12.0,Liberal
,74.0,130738.0,9.0,Single,Male,Employed,Good,Not Religious,13.0,Moderate
Very Happy,68.0,27925.0,17.0,Single,Male,Employed,Good,Religious,9.0,
Pretty Happy,,68217.0,8.0,Single,Male,Employed,Poor,Not Religious,6.0,Liberal
,86.0,76121.0,9.0,Married,Female,Employed,Fair,Religious,17.0,Moderate
Pretty Happy,82.0,102770.0,12.0,Single,Male,Employed,Good,Not Religious,14.0,Liberal
Very Happy,80.0,43296.0,11.0,Married,Male,Retired,Good,Religious,19.0,Moderate
Not Too Happy,49.0,73981.0,,Single,,Retired,Good,Religious,18.0,Liberal
Not Too Happy,61.0,118245.0,16.0,Married,Male,Employed,Fair,Religious,,Moderate
Pretty Happy,61.0,131119.0,18.0,Single,Male,Retired,Excellent,Not Religious,7.0,Liberal
Pretty Happy,26.0,71874.0,15.0,Divorced,Female,Student,,Religious,10.0,Moderate
Pretty Happy,51.0,49335.0,13.0,Divorced,,Employed,Good,Religious,5.0,Moderate
Not Too Happy,18.0,76066.0,8.0,,Female,Employed,Excellent,Not Religious,2.0,Liberal
Pretty Happy,38.0,29592.0,9.0,Single,Female,Student,Good,,11.0,Moderate
Very Happy,33.0,69877.0,13.0,,Male,Employed,Good,Not Religious,16.0,Liberal
Not Too Happy,,146344.0,18.0,Single,,Student,Good,Not Religious,16.0,Moderate
Not Too Happy,18.0,107425.0,9.0,Divorced,Male,Student,Good,,2.0,Liberal
Not Too Happy,66.0,93553.0,17.0,Married,Male,Unemployed,Poor,Not Religious,18.0,Moderate
Pretty Happy,30.0,43628.0,12.0,Widowed,Female,Retired,Excellent,Religious,15.0,Moderate
Pretty Happy,85.0,87334.0,12.0,Divorced,Male,Retired,Fair,Religious,5.0,Conservative
Pretty Happy,28.0,79102.0,13.0,Single,,Unemployed,Poor,Not Religious,,Moderate
Not Too Happy,35.0,139225.0,13.0,Married,Female,Employed,Good,Religious,19.0,Moderate
,40.0,102992.0,13.0,Married,Female,Employed,Good,Religious,11.0,Moderate
Very Happy,79.0,36019.0,9.0,Divorced,Female,Employed,Poor,Not Religious,4.0,Conservative
Very Happy,50.0,91504.0,17.0,Married,Female,,Excellent,Religious,4.0,Moderate
Pretty Happy,68.0,21765.0,10.0,Divorced,Female,Employed,,Not Religious,4.0,Liberal
Not Too Happy,53.0,86471.0,13.0,Married,Male,Employed,Good,Not Religious,,Conservative
Not Too Happy,60.0,23421.0,15.0,Married,Female,Employed,Excellent,Not Religious,14.0,Moderate
Very Happy,31.0,105548.0,19.0,Divorced,Male,Retired,Fair,Not Religious,6.0,Conservative
,81.0,93943.0,18.0,Single,Female,Student,Fair,Not Religious,7.0,Conservative
Pretty Happy,63.0,35274.0,19.0,Single,Female,Student,Fair,Not Religious,4.0,Liberal
Not Too Happy,22.0,147083.0,8.0,Single,Male,Employed,Excellent,Religious,8.0,Moderate
Not Too Happy,18.0,67201.0,8.0,Married,Female,Retired,Excellent,Religious,5.0,Liberal
Not Too Happy,39.0,124480.0,18.0,Single,Female,Retired,Good,Not Religious,15.0,Liberal
Pretty Happy,69.0,91070.0,9.0,Married,Male,Employed,Excellent,Not Religious,1.0,Liberal
Pretty Happy,84.0,,18.0,Divorced,Female,Employed,Good,Religious,16.0,Moderate
Very Happy,41.0,41731.0,19.0,,Male,,Good,Religious,11.0,Liberal
Very Happy,39.0,28732.0,19.0,Married,Female,Student,Good,Religious,8.0,Liberal
Not Too Happy,,128452.0,,,Female,Employed,Good,Religious,2.0,Moderate
Not Too Happy,30.0,27510.0,16.0,Single,Female,,Good,Not Religious,10.0,Liberal
Not Too Happy,19.0,135993.0,11.0,Married,Female,Unemployed,Excellent,Not Religious,12.0,
Not Too Happy,62.0,44018.0,,Widowed,Female,Employed,Good,Religious,12.0,Liberal
,55.0,81905.0,19.0,Married,Female,,Good,Religious,4.0,Liberal
Pretty Happy,60.0,89825.0,,Married,Male,Unemployed,Good,Religious,20.0,
,36.0,133332.0,18.0,Single,Female,Employed,Fair,Not Religious,2.0,
Not Too Happy,60.0,,17.0,Single,Male,Retired,Fair,Religious,9.0,Conservative
,67.0,,16.0,Single,,Employed,Poor,Religious,0.0,Moderate
Pretty Happy,66.0,37417.0,19.0,Single,Male,Unemployed,Excellent,,18.0,Liberal
Very Happy,55.0,89844.0,18.0,,Male,Unemployed,,Religious,4.0,Liberal
Not Too Happy,35.0,74007.0,,Single,Female,Employed,Good,Religious,5.0,Moderate
Pretty Happy,41.0,142311.0,,Married,Male,Employed,Fair,Religious,8.0,Moderate
Very Happy,64.0,35328.0,9.0,Married,Male,,Good,Religious,8.0,Liberal
Pretty Happy,33.0,104864.0,10.0,Married,Male,Retired,,Religious,6.0,Liberal
Pretty Happy,44.0,,14.0,Married,Male,Retired,Good,Religious,3.0,Conservative
Pretty Happy,53.0,42555.0,14.0,Single,Male,Retired,,Not Religious,3.0,Liberal
Very Happy,65.0,43500.0,13.0,Married,Male,Employed,Poor,Not Religious,,Liberal
Pretty Happy,28.0,79631.0,13.0,Married,Male,Employed,Excellent,Not Religious,17.0,Conservative
Pretty Happy,39.0,24993.0,9.0,Married,Male,Student,Good,Not Religious,,Moderate
,25.0,96894.0,17.0,Divorced,Female,Employed,Good,Religious,14.0,Liberal
Pretty Happy,33.0,69043.0,13.0,Divorced,Male,Employed,Excellent,Religious,9.0,Moderate
Not Too Happy,49.0,48526.0,11.0,Single,Female,Employed,Good,Religious,12.0,Liberal
Pretty Happy,64.0,,19.0,Divorced,Female,Employed,Good,Not Religious,14.0,Moderate
Pretty Happy,43.0,69068.0,10.0,Single,Male,Employed,Excellent,Not Religious,15.0,Moderate
Not Too Happy,50.0,31809.0,,Single,Female,Student,Good,Religious,11.0,
